State,County Name,"County Name, State",Value
TX,MIDLAND COUNTY,"TX, MIDLAND COUNTY",523
TX,MILAM COUNTY,"TX, MILAM COUNTY",523
AR,MILLER COUNTY,"AR, MILLER COUNTY",523
AR,MISSISSIPPI COUNTY,"AR, MISSISSIPPI COUNTY",523
TX,MITCHELL COUNTY,"TX, MITCHELL COUNTY",523
AR,MONROE COUNTY,"AR, MONROE COUNTY",523
TX,MONTAGUE COUNTY,"TX, MONTAGUE COUNTY",523
AR,MONTGOMERY COUNTY,"AR, MONTGOMERY COUNTY",523
TX,MONTGOMERY COUNTY,"TX, MONTGOMERY COUNTY",523
TX,MOORE COUNTY,"TX, MOORE COUNTY",523
TX,MORRIS COUNTY,"TX, MORRIS COUNTY",523
TX,MOTLEY COUNTY,"TX, MOTLEY COUNTY",523
OK,MURRAY COUNTY,"OK, MURRAY COUNTY",523
OK,MUSKOGEE COUNTY,"OK, MUSKOGEE COUNTY",523
TX,NACOGDOCHES COUNTY,"TX, NACOGDOCHES COUNTY",523
TX,NAVARRO COUNTY,"TX, NAVARRO COUNTY",523
AR,NEVADA COUNTY,"AR, NEVADA COUNTY",523
AR,NEWTON COUNTY,"AR, NEWTON COUNTY",523
TX,NEWTON COUNTY,"TX, NEWTON COUNTY",523
OK,NOBLE COUNTY,"OK, NOBLE COUNTY",523
TX,NOLAN COUNTY,"TX, NOLAN COUNTY",523
OK,NOWATA COUNTY,"OK, NOWATA COUNTY",523
TX,OCHILTREE COUNTY,"TX, OCHILTREE COUNTY",523
OK,OKFUSKEE COUNTY,"OK, OKFUSKEE COUNTY",523
OK,OKLAHOMA COUNTY,"OK, OKLAHOMA COUNTY",523
OK,OKMULGEE COUNTY,"OK, OKMULGEE COUNTY",523
TX,OLDHAM COUNTY,"TX, OLDHAM COUNTY",523
TX,ORANGE COUNTY,"TX, ORANGE COUNTY",523
OK,OSAGE COUNTY,"OK, OSAGE COUNTY",523
OK,OTTAWA COUNTY,"OK, OTTAWA COUNTY",523
AR,OUACHITA COUNTY,"AR, OUACHITA COUNTY",523
TX,PALO PINTO COUNTY,"TX, PALO PINTO COUNTY",523
TX,PANOLA COUNTY,"TX, PANOLA COUNTY",523
TX,PARKER COUNTY,"TX, PARKER COUNTY",523
TX,PARMER COUNTY,"TX, PARMER COUNTY",523
OK,PAWNEE COUNTY,"OK, PAWNEE COUNTY",523
OK,PAYNE COUNTY,"OK, PAYNE COUNTY",523
TX,PECOS COUNTY,"TX, PECOS COUNTY",523
AR,PERRY COUNTY,"AR, PERRY COUNTY",523
AR,PHILLIPS COUNTY,"AR, PHILLIPS COUNTY",523
AR,PIKE COUNTY,"AR, PIKE COUNTY",523
OK,PITTSBURG COUNTY,"OK, PITTSBURG COUNTY",523
AR,POINSETT COUNTY,"AR, POINSETT COUNTY",523
AR,POLK COUNTY,"AR, POLK COUNTY",523
TX,POLK COUNTY,"TX, POLK COUNTY",523
OK,PONTOTOC COUNTY,"OK, PONTOTOC COUNTY",523
AR,POPE COUNTY,"AR, POPE COUNTY",523
OK,POTTAWATOMIE COUNTY,"OK, POTTAWATOMIE COUNTY",523
TX,POTTER COUNTY,"TX, POTTER COUNTY",523
AR,PRAIRIE COUNTY,"AR, PRAIRIE COUNTY",523
TX,PRESIDIO COUNTY,"TX, PRESIDIO COUNTY",523
AR,PULASKI COUNTY,"AR, PULASKI COUNTY",523
OK,PUSHMATAHA COUNTY,"OK, PUSHMATAHA COUNTY",523
TX,RAINS COUNTY,"TX, RAINS COUNTY",523
TX,RANDALL COUNTY,"TX, RANDALL COUNTY",523
AR,RANDOLPH COUNTY,"AR, RANDOLPH COUNTY",523
TX,RED RIVER COUNTY,"TX, RED RIVER COUNTY",523
TX,ROBERTS COUNTY,"TX, ROBERTS COUNTY",523
TX,ROBERTSON COUNTY,"TX, ROBERTSON COUNTY",523
TX,ROCKWALL COUNTY,"TX, ROCKWALL COUNTY",523
OK,ROGER MILLS COUNTY,"OK, ROGER MILLS COUNTY",523
OK,ROGERS COUNTY,"OK, ROGERS COUNTY",523
TX,RUNNELS COUNTY,"TX, RUNNELS COUNTY",523
TX,RUSK COUNTY,"TX, RUSK COUNTY",523
TX,SABINE COUNTY,"TX, SABINE COUNTY",523
AR,SALINE COUNTY,"AR, SALINE COUNTY",523
TX,SAN AUGUSTINE COUNTY,"TX, SAN AUGUSTINE COUNTY",523
TX,SAN JACINTO COUNTY,"TX, SAN JACINTO COUNTY",523
TX,SAN SABA COUNTY,"TX, SAN SABA COUNTY",523
AR,SCOTT COUNTY,"AR, SCOTT COUNTY",523
TX,SCURRY COUNTY,"TX, SCURRY COUNTY",523
AR,SEARCY COUNTY,"AR, SEARCY COUNTY",523
AR,SEBASTIAN COUNTY,"AR, SEBASTIAN COUNTY",523
OK,SEMINOLE COUNTY,"OK, SEMINOLE COUNTY",523
OK,SEQUOYAH COUNTY,"OK, SEQUOYAH COUNTY",523
AR,SEVIER COUNTY,"AR, SEVIER COUNTY",523
TX,SHACKELFORD COUNTY,"TX, SHACKELFORD COUNTY",523
AR,SHARP COUNTY,"AR, SHARP COUNTY",523
TX,SHELBY COUNTY,"TX, SHELBY COUNTY",523
TX,SHERMAN COUNTY,"TX, SHERMAN COUNTY",523
TX,SMITH COUNTY,"TX, SMITH COUNTY",523
TX,SOMERVELL COUNTY,"TX, SOMERVELL COUNTY",523
AR,ST. FRANCIS COUNTY,"AR, ST. FRANCIS COUNTY",523
TX,STARR COUNTY,"TX, STARR COUNTY",523
OK,STEPHENS COUNTY,"OK, STEPHENS COUNTY",523
TX,STEPHENS COUNTY,"TX, STEPHENS COUNTY",523
AR,STONE COUNTY,"AR, STONE COUNTY",523
TX,STONEWALL COUNTY,"TX, STONEWALL COUNTY",523
TX,SWISHER COUNTY,"TX, SWISHER COUNTY",523
TX,TARRANT COUNTY,"TX, TARRANT COUNTY",523
TX,TAYLOR COUNTY,"TX, TAYLOR COUNTY",523
TX,TERRELL COUNTY,"TX, TERRELL COUNTY",523
TX,TERRY COUNTY,"TX, TERRY COUNTY",523
OK,TEXAS COUNTY,"OK, TEXAS COUNTY",523
OK,TILLMAN COUNTY,"OK, TILLMAN COUNTY",523
TX,TITUS COUNTY,"TX, TITUS COUNTY",523
TX,TOM GREEN COUNTY,"TX, TOM GREEN COUNTY",523
TX,TRAVIS COUNTY,"TX, TRAVIS COUNTY",523
TX,TRINITY COUNTY,"TX, TRINITY COUNTY",523
OK,TULSA COUNTY,"OK, TULSA COUNTY",523
TX,TYLER COUNTY,"TX, TYLER COUNTY",523
AR,UNION COUNTY,"AR, UNION COUNTY",523
TX,UPSHUR COUNTY,"TX, UPSHUR COUNTY",523
TX,UPTON COUNTY,"TX, UPTON COUNTY",523
TX,UVALDE COUNTY,"TX, UVALDE COUNTY",523
TX,VAL VERDE COUNTY,"TX, VAL VERDE COUNTY",523
AR,VAN BUREN COUNTY,"AR, VAN BUREN COUNTY",523
TX,VAN ZANDT COUNTY,"TX, VAN ZANDT COUNTY",523
OK,WAGONER COUNTY,"OK, WAGONER COUNTY",523
TX,WALKER COUNTY,"TX, WALKER COUNTY",523
TX,WALLER COUNTY,"TX, WALLER COUNTY",523
TX,WARD COUNTY,"TX, WARD COUNTY",523
AR,WASHINGTON COUNTY,"AR, WASHINGTON COUNTY",523
OK,WASHINGTON COUNTY,"OK, WASHINGTON COUNTY",523
TX,WASHINGTON COUNTY,"TX, WASHINGTON COUNTY",523
OK,WASHITA COUNTY,"OK, WASHITA COUNTY",523
TX,WEBB COUNTY,"TX, WEBB COUNTY",523
TX,WHARTON COUNTY,"TX, WHARTON COUNTY",523
TX,WHEELER COUNTY,"TX, WHEELER COUNTY",523
AR,WHITE COUNTY,"AR, WHITE COUNTY",523
TX,WICHITA COUNTY,"TX, WICHITA COUNTY",523
TX,WILBARGER COUNTY,"TX, WILBARGER COUNTY",523
TX,WILLIAMSON COUNTY,"TX, WILLIAMSON COUNTY",523
TX,WILSON COUNTY,"TX, WILSON COUNTY",523
TX,WINKLER COUNTY,"TX, WINKLER COUNTY",523
TX,WISE COUNTY,"TX, WISE COUNTY",523
TX,WOOD COUNTY,"TX, WOOD COUNTY",523
AR,WOODRUFF COUNTY,"AR, WOODRUFF COUNTY",523
OK,WOODS COUNTY,"OK, WOODS COUNTY",523
OK,WOODWARD COUNTY,"OK, WOODWARD COUNTY",523
AR,YELL COUNTY,"AR, YELL COUNTY",523
TX,YOAKUM COUNTY,"TX, YOAKUM COUNTY",523
TX,YOUNG COUNTY,"TX, YOUNG COUNTY",523
TX,ZAPATA COUNTY,"TX, ZAPATA COUNTY",523
TX,ZAVALA COUNTY,"TX, ZAVALA COUNTY",523
IA,ADAIR COUNTY,"IA, ADAIR COUNTY",523
MO,ADAIR COUNTY,"MO, ADAIR COUNTY",523
OK,ADAIR COUNTY,"OK, ADAIR COUNTY",523
IL,ADAMS COUNTY,"IL, ADAMS COUNTY",523
MS,ADAMS COUNTY,"MS, ADAMS COUNTY",523
NE,ADAMS COUNTY,"NE, ADAMS COUNTY",523
MS,ALCORN COUNTY,"MS, ALCORN COUNTY",523
IL,ALEXANDER COUNTY,"IL, ALEXANDER COUNTY",523
OK,ALFALFA COUNTY,"OK, ALFALFA COUNTY",523
IA,ALLAMAKEE COUNTY,"IA, ALLAMAKEE COUNTY",523
KS,ALLEN COUNTY,"KS, ALLEN COUNTY",523
KS,ANDERSON COUNTY,"KS, ANDERSON COUNTY",523
KY,ANDERSON COUNTY,"KY, ANDERSON COUNTY",523
TN,ANDERSON COUNTY,"TN, ANDERSON COUNTY",523
TX,ANDERSON COUNTY,"TX, ANDERSON COUNTY",523
MO,ANDREW COUNTY,"MO, ANDREW COUNTY",523
TX,ANDREWS COUNTY,"TX, ANDREWS COUNTY",523
TX,ANGELINA COUNTY,"TX, ANGELINA COUNTY",523
NE,ANTELOPE COUNTY,"NE, ANTELOPE COUNTY",523
GA,APPLING COUNTY,"GA, APPLING COUNTY",523
TX,ARANSAS COUNTY,"TX, ARANSAS COUNTY",523
TX,ARCHER COUNTY,"TX, ARCHER COUNTY",523
AR,ARKANSAS COUNTY,"AR, ARKANSAS COUNTY",523
NE,ARTHUR COUNTY,"NE, ARTHUR COUNTY",523
AR,ASHLEY COUNTY,"AR, ASHLEY COUNTY",523
TX,ATASCOSA COUNTY,"TX, ATASCOSA COUNTY",523
KS,ATCHISON COUNTY,"KS, ATCHISON COUNTY",523
MO,ATCHISON COUNTY,"MO, ATCHISON COUNTY",523
GA,ATKINSON COUNTY,"GA, ATKINSON COUNTY",523
OK,ATOKA COUNTY,"OK, ATOKA COUNTY",523
MO,AUDRAIN COUNTY,"MO, AUDRAIN COUNTY",523
IA,AUDUBON COUNTY,"IA, AUDUBON COUNTY",523
SD,AURORA COUNTY,"SD, AURORA COUNTY",523
AL,AUTAUGA COUNTY,"AL, AUTAUGA COUNTY",523
GA,BACON COUNTY,"GA, BACON COUNTY",523
GA,BAKER COUNTY,"GA, BAKER COUNTY",523
AL,BALDWIN COUNTY,"AL, BALDWIN COUNTY",523
GA,BALDWIN COUNTY,"GA, BALDWIN COUNTY",523
TX,BANDERA COUNTY,"TX, BANDERA COUNTY",523
GA,BANKS COUNTY,"GA, BANKS COUNTY",523
NE,BANNER COUNTY,"NE, BANNER COUNTY",523
KS,BARBER COUNTY,"KS, BARBER COUNTY",523
KY,BARREN COUNTY,"KY, BARREN COUNTY",523
GA,BARROW COUNTY,"GA, BARROW COUNTY",523
MO,BARRY COUNTY,"MO, BARRY COUNTY",523
KS,BARTON COUNTY,"KS, BARTON COUNTY",523
MO,BARTON COUNTY,"MO, BARTON COUNTY",523
GA,BARTOW COUNTY,"GA, BARTOW COUNTY",523
TX,BASTROP COUNTY,"TX, BASTROP COUNTY",523
MO,BATES COUNTY,"MO, BATES COUNTY",523
AR,BAXTER COUNTY,"AR, BAXTER COUNTY",523
TX,BAYLOR COUNTY,"TX, BAYLOR COUNTY",523
SD,BEADLE COUNTY,"SD, BEADLE COUNTY",523
OK,BEAVER COUNTY,"OK, BEAVER COUNTY",523
OK,BECKHAM COUNTY,"OK, BECKHAM COUNTY",523
TN,BEDFORD COUNTY,"TN, BEDFORD COUNTY",523
TX,BEE COUNTY,"TX, BEE COUNTY",523
TX,BELL COUNTY,"TX, BELL COUNTY",523
GA,BEN HILL COUNTY,"GA, BEN HILL COUNTY",523
SD,BENNETT COUNTY,"SD, BENNETT COUNTY",523
AR,BENTON COUNTY,"AR, BENTON COUNTY",523
MO,BENTON COUNTY,"MO, BENTON COUNTY",523
NM,BERNALILLO COUNTY,"NM, BERNALILLO COUNTY",523
GA,BERRIEN COUNTY,"GA, BERRIEN COUNTY",523
TX,BEXAR COUNTY,"TX, BEXAR COUNTY",523
AL,BIBB COUNTY,"AL, BIBB COUNTY",523
GA,BIBB COUNTY,"GA, BIBB COUNTY",523
IA,BLACK HAWK COUNTY,"IA, BLACK HAWK COUNTY",523
NE,BLAINE COUNTY,"NE, BLAINE COUNTY",523
OK,BLAINE COUNTY,"OK, BLAINE COUNTY",523
TX,BLANCO COUNTY,"TX, BLANCO COUNTY",523
GA,BLECKLEY COUNTY,"GA, BLECKLEY COUNTY",523
TN,BLEDSOE COUNTY,"TN, BLEDSOE COUNTY",523
AL,BLOUNT COUNTY,"AL, BLOUNT COUNTY",523
TN,BLOUNT COUNTY,"TN, BLOUNT COUNTY",523
MO,BOLLINGER COUNTY,"MO, BOLLINGER COUNTY",523
SD,BON HOMME COUNTY,"SD, BON HOMME COUNTY",523
IL,BOND COUNTY,"IL, BOND COUNTY",523
AR,BOONE COUNTY,"AR, BOONE COUNTY",523
IA,BOONE COUNTY,"IA, BOONE COUNTY",523
KY,BOONE COUNTY,"KY, BOONE COUNTY",523
MO,BOONE COUNTY,"MO, BOONE COUNTY",523
NE,BOONE COUNTY,"NE, BOONE COUNTY",523
TX,BOSQUE COUNTY,"TX, BOSQUE COUNTY",523
KS,BOURBON COUNTY,"KS, BOURBON COUNTY",523
TX,BOWIE COUNTY,"TX, BOWIE COUNTY",523
NE,BOX BUTTE COUNTY,"NE, BOX BUTTE COUNTY",523
AR,BRADLEY COUNTY,"AR, BRADLEY COUNTY",523
TN,BRADLEY COUNTY,"TN, BRADLEY COUNTY",523
GA,BRANTLEY COUNTY,"GA, BRANTLEY COUNTY",523
TX,BRAZORIA COUNTY,"TX, BRAZORIA COUNTY",523
TX,BRAZOS COUNTY,"TX, BRAZOS COUNTY",523
IA,BREMER COUNTY,"IA, BREMER COUNTY",523
TX,BREWSTER COUNTY,"TX, BREWSTER COUNTY",523
SD,BROOKINGS COUNTY,"SD, BROOKINGS COUNTY",523
GA,BROOKS COUNTY,"GA, BROOKS COUNTY",523
IL,BROWN COUNTY,"IL, BROWN COUNTY",523
KS,BROWN COUNTY,"KS, BROWN COUNTY",523
NE,BROWN COUNTY,"NE, BROWN COUNTY",523
SD,BROWN COUNTY,"SD, BROWN COUNTY",523
TX,BROWN COUNTY,"TX, BROWN COUNTY",523
SD,BRULE COUNTY,"SD, BRULE COUNTY",523
GA,BRYAN COUNTY,"GA, BRYAN COUNTY",523
OK,BRYAN COUNTY,"OK, BRYAN COUNTY",523
MO,BUCHANAN COUNTY,"MO, BUCHANAN COUNTY",523
IA,BUENA VISTA COUNTY,"IA, BUENA VISTA COUNTY",523
NE,BUFFALO COUNTY,"NE, BUFFALO COUNTY",523
KY,BULLITT COUNTY,"KY, BULLITT COUNTY",523
GA,BULLOCH COUNTY,"GA, BULLOCH COUNTY",523
GA,BURKE COUNTY,"GA, BURKE COUNTY",523
TX,BURLESON COUNTY,"TX, BURLESON COUNTY",523
TX,BURNET COUNTY,"TX, BURNET COUNTY",523
NE,BURT COUNTY,"NE, BURT COUNTY",523
KS,BUTLER COUNTY,"KS, BUTLER COUNTY",523
MO,BUTLER COUNTY,"MO, BUTLER COUNTY",523
NE,BUTLER COUNTY,"NE, BUTLER COUNTY",523
SD,BUTTE COUNTY,"SD, BUTTE COUNTY",523
GA,BUTTS COUNTY,"GA, BUTTS COUNTY",523
OK,CADDO COUNTY,"OK, CADDO COUNTY",523
MO,CALDWELL COUNTY,"MO, CALDWELL COUNTY",523
TX,CALDWELL COUNTY,"TX, CALDWELL COUNTY",523
AL,CALHOUN COUNTY,"AL, CALHOUN COUNTY",523
AR,CALHOUN COUNTY,"AR, CALHOUN COUNTY",523
GA,CALHOUN COUNTY,"GA, CALHOUN COUNTY",523
IA,CALHOUN COUNTY,"IA, CALHOUN COUNTY",523
TX,CALHOUN COUNTY,"TX, CALHOUN COUNTY",523
TX,CALLAHAN COUNTY,"TX, CALLAHAN COUNTY",523
MO,CALLAWAY COUNTY,"MO, CALLAWAY COUNTY",523
KY,CALLOWAY COUNTY,"KY, CALLOWAY COUNTY",523
GA,CAMDEN COUNTY,"GA, CAMDEN COUNTY",523
MO,CAMDEN COUNTY,"MO, CAMDEN COUNTY",523
TX,CAMERON COUNTY,"TX, CAMERON COUNTY",523
TX,CAMP COUNTY,"TX, CAMP COUNTY",523
KY,CAMPBELL COUNTY,"KY, CAMPBELL COUNTY",523
OK,CANADIAN COUNTY,"OK, CANADIAN COUNTY",523
GA,CANDLER COUNTY,"GA, CANDLER COUNTY",523
TN,CANNON COUNTY,"TN, CANNON COUNTY",523
MO,CAPE GIRARDEAU COUNTY,"MO, CAPE GIRARDEAU COUNTY",523
AR,CARROLL COUNTY,"AR, CARROLL COUNTY",523
GA,CARROLL COUNTY,"GA, CARROLL COUNTY",523
IA,CARROLL COUNTY,"IA, CARROLL COUNTY",523
IL,CARROLL COUNTY,"IL, CARROLL COUNTY",523
MO,CARROLL COUNTY,"MO, CARROLL COUNTY",523
MO,CARTER COUNTY,"MO, CARTER COUNTY",523
OK,CARTER COUNTY,"OK, CARTER COUNTY",523
TN,CARTER COUNTY,"TN, CARTER COUNTY",523
IA,CASS COUNTY,"IA, CASS COUNTY",523
IL,CASS COUNTY,"IL, CASS COUNTY",523
MO,CASS COUNTY,"MO, CASS COUNTY",523
NE,CASS COUNTY,"NE, CASS COUNTY",523
TX,CASS COUNTY,"TX, CASS COUNTY",523
GA,CATOOSA COUNTY,"GA, CATOOSA COUNTY",523
IA,CEDAR COUNTY,"IA, CEDAR COUNTY",523
MO,CEDAR COUNTY,"MO, CEDAR COUNTY",523
NE,CEDAR COUNTY,"NE, CEDAR COUNTY",523
AL,CHAMBERS COUNTY,"AL, CHAMBERS COUNTY",523
IL,CHAMPAIGN COUNTY,"IL, CHAMPAIGN COUNTY",523
MO,CHARITON COUNTY,"MO, CHARITON COUNTY",523
SD,CHARLES MIX COUNTY,"SD, CHARLES MIX COUNTY",523
KS,CHASE COUNTY,"KS, CHASE COUNTY",523
NE,CHASE COUNTY,"NE, CHASE COUNTY",523
GA,CHATHAM COUNTY,"GA, CHATHAM COUNTY",523
GA,CHATTAHOOCHEE COUNTY,"GA, CHATTAHOOCHEE COUNTY",523
GA,CHATTOOGA COUNTY,"GA, CHATTOOGA COUNTY",523
KS,CHAUTAUQUA COUNTY,"KS, CHAUTAUQUA COUNTY",523
TN,CHEATHAM COUNTY,"TN, CHEATHAM COUNTY",523
GA,CHEROKEE COUNTY,"GA, CHEROKEE COUNTY",523
IA,CHEROKEE COUNTY,"IA, CHEROKEE COUNTY",523
KS,CHEROKEE COUNTY,"KS, CHEROKEE COUNTY",523
OK,CHEROKEE COUNTY,"OK, CHEROKEE COUNTY",523
TX,CHEROKEE COUNTY,"TX, CHEROKEE COUNTY",523
NE,CHERRY COUNTY,"NE, CHERRY COUNTY",523
TN,CHESTER COUNTY,"TN, CHESTER COUNTY",523
NE,CHEYENNE COUNTY,"NE, CHEYENNE COUNTY",523
MS,CHICKASAW COUNTY,"MS, CHICKASAW COUNTY",523
AR,CHICOT COUNTY,"AR, CHICOT COUNTY",523
AL,CHILTON COUNTY,"AL, CHILTON COUNTY",523
MS,CHOCTAW COUNTY,"MS, CHOCTAW COUNTY",523
OK,CHOCTAW COUNTY,"OK, CHOCTAW COUNTY",523
IL,CHRISTIAN COUNTY,"IL, CHRISTIAN COUNTY",523
MO,CHRISTIAN COUNTY,"MO, CHRISTIAN COUNTY",523
TN,CLAIBORNE COUNTY,"TN, CLAIBORNE COUNTY",523
AR,CLARK COUNTY,"AR, CLARK COUNTY",523
IL,CLARK COUNTY,"IL, CLARK COUNTY",523
KS,CLARK COUNTY,"KS, CLARK COUNTY",523
MO,CLARK COUNTY,"MO, CLARK COUNTY",523
SD,CLARK COUNTY,"SD, CLARK COUNTY",523
GA,CLARKE COUNTY,"GA, CLARKE COUNTY",523
IA,CLARKE COUNTY,"IA, CLARKE COUNTY",523
MS,CLARKE COUNTY,"MS, CLARKE COUNTY",523
AR,CLAY COUNTY,"AR, CLAY COUNTY",523
GA,CLAY COUNTY,"GA, CLAY COUNTY",523
IA,CLAY COUNTY,"IA, CLAY COUNTY",523
IL,CLAY COUNTY,"IL, CLAY COUNTY",523
KS,CLAY COUNTY,"KS, CLAY COUNTY",523
MO,CLAY COUNTY,"MO, CLAY COUNTY",523
MS,CLAY COUNTY,"MS, CLAY COUNTY",523
NE,CLAY COUNTY,"NE, CLAY COUNTY",523
SD,CLAY COUNTY,"SD, CLAY COUNTY",523
GA,CLAYTON COUNTY,"GA, CLAYTON COUNTY",523
AR,CLEBURNE COUNTY,"AR, CLEBURNE COUNTY",523
AR,CLEVELAND COUNTY,"AR, CLEVELAND COUNTY",523
OK,CLEVELAND COUNTY,"OK, CLEVELAND COUNTY",523
IA,CLINTON COUNTY,"IA, CLINTON COUNTY",523
IL,CLINTON COUNTY,"IL, CLINTON COUNTY",523
KY,CLINTON COUNTY,"KY, CLINTON COUNTY",523
MO,CLINTON COUNTY,"MO, CLINTON COUNTY",523
KS,CLOUD COUNTY,"KS, CLOUD COUNTY",523
OK,COAL COUNTY,"OK, COAL COUNTY",523
GA,COBB COUNTY,"GA, COBB COUNTY",523
TN,COCKE COUNTY,"TN, COCKE COUNTY",523
SD,CODINGTON COUNTY,"SD, CODINGTON COUNTY",523
AL,COFFEE COUNTY,"AL, COFFEE COUNTY",523
GA,COFFEE COUNTY,"GA, COFFEE COUNTY",523
TN,COFFEE COUNTY,"TN, COFFEE COUNTY",523
KS,COFFEY COUNTY,"KS, COFFEY COUNTY",523
AL,COLBERT COUNTY,"AL, COLBERT COUNTY",523
MO,COLE COUNTY,"MO, COLE COUNTY",523
TX,COLEMAN COUNTY,"TX, COLEMAN COUNTY",523
IL,COLES COUNTY,"IL, COLES COUNTY",523
NE,COLFAX COUNTY,"NE, COLFAX COUNTY",523
TX,COLLIN COUNTY,"TX, COLLIN COUNTY",523
GA,COLQUITT COUNTY,"GA, COLQUITT COUNTY",523
AR,COLUMBIA COUNTY,"AR, COLUMBIA COUNTY",523
GA,COLUMBIA COUNTY,"GA, COLUMBIA COUNTY",523
TX,COMAL COUNTY,"TX, COMAL COUNTY",523
KS,COMANCHE COUNTY,"KS, COMANCHE COUNTY",523
OK,COMANCHE COUNTY,"OK, COMANCHE COUNTY",523
TX,COMANCHE COUNTY,"TX, COMANCHE COUNTY",523
AR,CONWAY COUNTY,"AR, CONWAY COUNTY",523
GA,COOK COUNTY,"GA, COOK COUNTY",523
IL,COOK COUNTY,"IL, COOK COUNTY",523
TX,COOKE COUNTY,"TX, COOKE COUNTY",523
MO,COOPER COUNTY,"MO, COOPER COUNTY",523
AL,COOSA COUNTY,"AL, COOSA COUNTY",523
TX,CORYELL COUNTY,"TX, CORYELL COUNTY",523
AL,COVINGTON COUNTY,"AL, COVINGTON COUNTY",523
MS,COVINGTON COUNTY,"MS, COVINGTON COUNTY",523
GA,COWETA COUNTY,"GA, COWETA COUNTY",523
KS,COWLEY COUNTY,"KS, COWLEY COUNTY",523
OK,CRAIG COUNTY,"OK, CRAIG COUNTY",523
AR,CRAIGHEAD COUNTY,"AR, CRAIGHEAD COUNTY",523
AR,CRAWFORD COUNTY,"AR, CRAWFORD COUNTY",523
GA,CRAWFORD COUNTY,"GA, CRAWFORD COUNTY",523
IA,CRAWFORD COUNTY,"IA, CRAWFORD COUNTY",523
IL,CRAWFORD COUNTY,"IL, CRAWFORD COUNTY",523
KS,CRAWFORD COUNTY,"KS, CRAWFORD COUNTY",523
MO,CRAWFORD COUNTY,"MO, CRAWFORD COUNTY",523
OK,CREEK COUNTY,"OK, CREEK COUNTY",523
GA,CRISP COUNTY,"GA, CRISP COUNTY",523
AR,CRITTENDEN COUNTY,"AR, CRITTENDEN COUNTY",523
TN,CROCKETT COUNTY,"TN, CROCKETT COUNTY",523
TX,CROCKETT COUNTY,"TX, CROCKETT COUNTY",523
AR,CROSS COUNTY,"AR, CROSS COUNTY",523
AL,CULLMAN COUNTY,"AL, CULLMAN COUNTY",523
TN,CUMBERLAND COUNTY,"TN, CUMBERLAND COUNTY",523
NE,CUMING COUNTY,"NE, CUMING COUNTY",523
NM,CURRY COUNTY,"NM, CURRY COUNTY",523
NE,CUSTER COUNTY,"NE, CUSTER COUNTY",523
OK,CUSTER COUNTY,"OK, CUSTER COUNTY",523
SD,CUSTER COUNTY,"SD, CUSTER COUNTY",523
GA,DADE COUNTY,"GA, DADE COUNTY",523
MO,DADE COUNTY,"MO, DADE COUNTY",523
NE,DAKOTA COUNTY,"NE, DAKOTA COUNTY",523
TX,DALLAM COUNTY,"TX, DALLAM COUNTY",523
AL,DALLAS COUNTY,"AL, DALLAS COUNTY",523
AR,DALLAS COUNTY,"AR, DALLAS COUNTY",523
IA,DALLAS COUNTY,"IA, DALLAS COUNTY",523
MO,DALLAS COUNTY,"MO, DALLAS COUNTY",523
TX,DALLAS COUNTY,"TX, DALLAS COUNTY",523
TN,DAVIDSON COUNTY,"TN, DAVIDSON COUNTY",523
KY,DAVIESS COUNTY,"KY, DAVIESS COUNTY",523
MO,DAVIESS COUNTY,"MO, DAVIESS COUNTY",523
IA,DAVIS COUNTY,"IA, DAVIS COUNTY",523
SD,DAVISON COUNTY,"SD, DAVISON COUNTY",523
NE,DAWES COUNTY,"NE, DAWES COUNTY",523
GA,DAWSON COUNTY,"GA, DAWSON COUNTY",523
NE,DAWSON COUNTY,"NE, DAWSON COUNTY",523
TX,DAWSON COUNTY,"TX, DAWSON COUNTY",523
SD,DAY COUNTY,"SD, DAY COUNTY",523
IL,DE WITT COUNTY,"IL, DE WITT COUNTY",523
GA,DECATUR COUNTY,"GA, DECATUR COUNTY",523
KS,DECATUR COUNTY,"KS, DECATUR COUNTY",523
TN,DECATUR COUNTY,"TN, DECATUR COUNTY",523
AL,DEKALB COUNTY,"AL, DEKALB COUNTY",523
GA,DEKALB COUNTY,"GA, DEKALB COUNTY",523
IL,DEKALB COUNTY,"IL, DEKALB COUNTY",523
MO,DEKALB COUNTY,"MO, DEKALB COUNTY",523
TN,DEKALB COUNTY,"TN, DEKALB COUNTY",523
OK,DELAWARE COUNTY,"OK, DELAWARE COUNTY",523
MO,DENT COUNTY,"MO, DENT COUNTY",523
TX,DENTON COUNTY,"TX, DENTON COUNTY",523
IA,DES MOINES COUNTY,"IA, DES MOINES COUNTY",523
AR,DESHA COUNTY,"AR, DESHA COUNTY",523
MS,DESOTO COUNTY,"MS, DESOTO COUNTY",523
NE,DEUEL COUNTY,"NE, DEUEL COUNTY",523
SD,DEUEL COUNTY,"SD, DEUEL COUNTY",523
IA,DICKINSON COUNTY,"IA, DICKINSON COUNTY",523
KS,DICKINSON COUNTY,"KS, DICKINSON COUNTY",523
TN,DICKSON COUNTY,"TN, DICKSON COUNTY",523
TX,DIMMIT COUNTY,"TX, DIMMIT COUNTY",523
NE,DIXON COUNTY,"NE, DIXON COUNTY",523
GA,DODGE COUNTY,"GA, DODGE COUNTY",523
NE,DODGE COUNTY,"NE, DODGE COUNTY",523
